community,unit_price,hourseSize,fitment,总价
信义锦绣花园,37478.0,109.4,简装,410.01
中海怡翠山庄三期,38749.0,89.81,简装,348.0
阳光花园,45767.0,87.4,精装,400.0
和兴苑,31593.0,112.37,简装,355.01
万科红二期,61626.0,68.64,精装,423.0
万科清林径,35439.0,79.01,精装,280.0
桂芳园一期,66965.0,67.2,精装,450.0
万科四季花城一期,63013.0,70.78,精装,446.01
学府道花园,59471.0,89.96,精装,535.0
金地龙城中央一期,53502.0,123.36,毛坯,660.0
阳基新天地,34167.0,85.17,简装,291.0
鸿威de森林就瞰山,28171.0,159.74,毛坯,450.0
信义荔山公馆,70217.0,85.45,精装,600.0
信义锦绣花园,43567.0,88.37,简装,385.0
怡乐花园,42153.0,86.59,其他,365.0
大世纪水山缘,39634.0,80.74,简装,320.0
同创九著院,51086.0,117.45,毛坯,600.01
满京华喜悦里,45290.0,88.32,精装,400.0
中城康桥花园二期,39555.0,83.43,精装,330.01
康达尔花园五期蝴蝶堡,53780.0,65.08,简装,350.0
新鸿花园,36204.0,113.25,简装,410.01
振业峦山谷,35944.0,65.38,精装,235.0
茵悦之生花园三期,46288.0,110.18,简装,510.0
信义御城豪园,43572.0,89.05,精装,388.01
中海怡翠山庄四期,43072.0,81.26,精装,350.0
泰雅园,42786.0,97.93,简装,419.0
中兆花园,36521.0,68.18,简装,249.0
远洋新干线一期,42326.0,89.78,简装,380.0
中央悦城,33234.0,150.45,精装,500.01
珠江旭景佳园,49543.0,78.72,简装,390.0
怡龙枫景园,35884.0,88.62,简装,318.0
金地名峰,37922.0,89.66,精装,340.01
城龙花园,35102.0,105.41,简装,370.01
鹏达摩尔城,40359.0,89.2,简装,360.0
东方瑞景苑,26627.0,116.05,简装,309.01
欧景花园一期,37556.0,106.51,精装,400.01
中海康城花园二期,46844.0,85.39,精装,400.0
桂芳园五期,45539.0,92.23,简装,420.01
金地龙城中央二期,39433.0,88.76,毛坯,350.01
风临域,45265.0,88.37,简装,400.01
公园大地五期,65692.0,123.0,毛坯,808.01
君悦龙庭,46654.0,124.32,毛坯,580.0
翠枫豪园,39940.0,82.0,简装,327.51
中央悦城,31921.0,177.0,毛坯,565.0
远洋新干线二期,45496.0,89.02,毛坯,405.01
卓弘高尔夫雅苑,43317.0,129.28,精装,560.0
鸿荣源尚峰,62844.0,76.38,毛坯,480.0
祥云苑,35244.0,87.96,简装,310.01
中兆花园,41356.0,62.87,简装,260.01
中海怡翠山庄一期,42309.0,92.18,简装,390.0
大世纪水山缘,44180.0,87.37,简装,386.0
水晶之城,44211.0,38.0,精装,168.0
万科公园里三期,50029.0,86.95,精装,435.0
中兆花园,38135.0,68.18,其他,260.0
佳华领汇广场,65379.0,87.95,毛坯,575.01
中海大山地北区,42821.0,89.91,精装,385.0
半岛苑,35990.0,111.7,简装,402.01
合正丹郡,41775.0,100.54,毛坯,420.01
信义假日名城四期锦绣园,49807.0,90.35,简装,450.01
龙威花园一期,30556.0,108.0,简装,330.0
东方瑞景苑,34781.0,89.13,毛坯,310.0
恒裕嘉城,36228.0,88.33,毛坯,320.0
文峰华庭,51127.0,115.4,其他,590.01
保利上城,34861.0,80.32,精装,280.0
万科麓山,67921.0,95.7,精装,650.0
学府道花园,57123.0,143.55,毛坯,820.0
万科四季花城一期,54783.0,111.35,精装,610.01
鸿基花园,36275.0,102.0,其他,370.0
金地名峰,43246.0,87.87,精装,380.0
吉祥来花园,40387.0,87.9,精装,355.0
慢城三期,38091.0,82.96,简装,316.0
泽润华庭,59028.0,72.0,其他,425.0
佳兆业水岸新都,41882.0,118.19,精装,495.0
鹏达摩尔城,37963.0,144.88,精装,550.01
远洋新干线二期,42200.0,110.19,毛坯,465.0
紫薇苑西区,44851.0,115.94,简装,520.0
龙珠花园,36144.0,85.77,简装,310.01
万科时代广场,42969.0,64.0,精装,275.0
和盛苑,38015.0,92.07,简装,350.0
中海怡翠山庄四期,59980.0,133.38,精装,800.01
万科里城,76294.0,89.13,精装,680.01
新亚洲花园,35538.0,97.08,精装,345.0
左庭右院,41467.0,120.58,精装,500.01
金地名峰,39888.0,89.0,其他,355.0
佳兆业城市广场一期,64757.0,87.25,其他,565.0
德润荣君府,66883.0,89.71,精装,600.01
吉祥里,47483.0,80.03,其他,380.01
大世纪水山缘,41219.0,87.34,精装,360.01
佳兆业城市广场三期,65264.0,88.87,其他,580.0
德兴花园,38209.0,75.9,精装,290.01
万科天誉二期,39175.0,66.37,其他,260.0
万科麓城三期,53580.0,88.43,精装,473.81
宇宏健康花城,61332.0,89.35,其他,548.0
中海大山地北区,44046.0,89.68,其他,395.0
万科公园里二期,47421.0,88.57,其他,420.01
龙岗天健郡城,42680.0,107.78,精装,460.01
万科四季花城一期,48980.0,98.0,简装,480.0
大世纪水山缘,46543.0,75.2,其他,350.0
中海康城国际一期,40684.0,87.26,其他,355.01
深圳海航城,45046.0,66.6,其他,300.01
龙珠花园,32025.0,107.73,其他,345.01
运河蓝湾,41232.0,150.37,毛坯,620.01
佳兆业可园一期,52041.0,98.0,其他,510.0
招商依山郡,57919.0,120.86,其他,700.01
丽湖花园三期,36232.0,88.32,其他,320.0
佳兆业城市广场一期,64315.0,89.56,其他,576.01
京基御景中央,57918.0,86.33,其他,500.01
坤祥花语馨,46146.0,110.52,其他,510.01
文峰华庭,43921.0,136.61,其他,600.0
吉祥里,46233.0,80.03,其他,370.0
大世纪花园,42949.0,78.0,毛坯,335.0
信义御城豪园,33960.0,49.47,精装,168.0
万科麓城二期,56523.0,88.46,精装,500.0
珑禧,38589.0,88.11,精装,340.01
万科红三期,36163.0,67.75,精装,245.0
黄阁翠苑,44618.0,125.51,简装,560.0
叠翠新峰花园,33140.0,117.08,精装,388.0
中海怡瑞山居,40768.0,66.72,精装,272.0
中海怡瑞山居,39992.0,98.77,精装,395.0
缤纷世纪,28189.0,42.57,精装,120.0
东方明珠城,31497.0,106.36,精装,335.0
恒裕嘉城,40305.0,89.32,精装,360.0
万科时代广场,33965.0,69.19,精装,235.0
万科天誉二期,39081.0,66.53,精装,260.01
万科红三期,37739.0,68.1,精装,257.0
保利上城,53637.0,126.78,精装,680.01
宇宏健康花城,54264.0,129.0,精装,700.01
远洋新干线一期,36232.0,49.68,精装,180.0
荣德国际ECC,46152.0,58.07,精装,268.0
荣德SPACE,34168.0,77.56,精装,265.01
长发楼,30712.0,92.8,精装,285.01
锦荟PARK,41825.0,89.66,精装,375.0
阳光花园,41061.0,107.16,精装,440.01
润创兴时代公寓,43644.0,44.68,精装,195.0
万象天成,32945.0,112.31,精装,370.01
锦荟PARK,40152.0,89.66,精装,360.0
润创兴时代公寓,40081.0,49.9,精装,200.0
中兆花园,38135.0,68.18,精装,260.0
中兆花园,35201.0,68.18,精装,240.0
风临四季,32783.0,70.16,简装,230.01
中南明珠苑,42794.0,73.61,简装,315.01
茂业城,33533.0,53.68,简装,180.01
森雅谷润筑园,36007.0,36.66,精装,132.0
阳光花园,41921.0,65.6,简装,275.0
风临国际东座,34861.0,40.16,简装,140.0
东方瑞景苑,34579.0,50.61,精装,175.0
桂芳园八期,52283.0,99.46,简装,520.01
恒大国香山,45652.0,87.62,精装,400.0
阳光花园,41821.0,72.93,简装,305.0
又一村花园,37460.0,56.06,简装,210.0
百合星城一期,35544.0,73.15,简装,260.0
水晶之城,37124.0,68.69,简装,255.0
龙园意境,43285.0,76.24,毛坯,330.0
大世纪花园,41459.0,49.93,简装,207.0
THETOWN乐城,44226.0,79.14,精装,350.0
水晶之城,45761.0,37.15,精装,170.0
佳兆业大都汇,26972.0,107.15,精装,289.0
金众蓝钻风景,30605.0,70.25,精装,215.0
台湾花园,41314.0,99.24,精装,410.0
阳光第五季,48615.0,108.61,简装,528.01
中海康城国际一期,45379.0,66.11,精装,300.0
阳基新天地,36409.0,73.61,精装,268.01
中城康桥花园一期,35788.0,68.46,简装,245.0
国展苑,35408.0,75.69,简装,268.0
振业天峦,39135.0,60.05,简装,235.01
万科红三期,35977.0,68.1,精装,245.0
水晶之城,36700.0,68.12,精装,250.0
阳光花园,46582.0,46.37,简装,216.0
中加名园,45781.0,66.84,简装,306.0
信义假日名城博雅园,47066.0,67.99,简装,320.0
布吉中心花园,46657.0,51.44,简装,240.0
万象天成,36246.0,53.8,简装,195.0
中海大山地北区,41477.0,72.33,简装,300.0
怡康家园,43472.0,64.41,简装,280.0
大世纪水山缘,40713.0,65.09,简装,265.0
森雅谷润筑园,37469.0,48.04,简装,180.0
康达尔花园五期蝴蝶堡,48616.0,65.0,简装,316.0
佳兆业上品雅园,67989.0,78.69,精装,535.01
欧意轩花园,29656.0,134.21,简装,398.01
桂芳园一期,43856.0,65.67,简装,288.0
森雅谷润筑园,37564.0,62.56,精装,235.0
东方瑞景苑,31200.0,61.54,精装,192.0
英郡年华,48492.0,61.66,简装,299.0
水晶之城,47966.0,34.4,精装,165.0
中海怡瑞山居,41783.0,64.62,精装,270.0
森雅谷润筑园,39572.0,49.53,精装,196.0
粤宝花园,34907.0,67.61,简装,236.01
桂芳园七期,76115.0,99.85,精装,760.01
怡康家园,41064.0,76.71,精装,315.0
桂芳园一期,39589.0,70.98,简装,281.0
龙珠花园,36312.0,76.56,简装,278.0
阳光天健城,111614.0,50.89,毛坯,568.0
国展苑,38950.0,44.16,简装,172.0
龙珠花园,41306.0,60.04,简装,248.0
茵悦之生花园二期,42239.0,66.29,简装,280.0
桂芳园八期,54749.0,50.96,精装,279.0
祥云苑,35138.0,66.88,精装,235.0
风临国际东座,33616.0,40.16,简装,135.0
中兆花园,36992.0,64.61,简装,239.01
万科清林径,39369.0,198.13,毛坯,780.02
鹏达花园,27981.0,76.84,精装,215.01
阳光天健城,84784.0,44.82,精装,380.0
THETOWN乐城,48147.0,166.16,精装,800.01
布吉中心花园,55913.0,109.1,简装,610.01
THETOWN乐城,41445.0,33.78,精装,140.0
风临域,43612.0,88.28,精装,385.01
半岛苑,33947.0,66.28,精装,225.0
龙城国际,53386.0,159.22,精装,850.01
阳光翠园,31895.0,79.95,简装,255.0
龙珠花园,40658.0,54.11,简装,220.0
劲嘉龙园印象,39616.0,49.98,精装,198.0
阳光花园,46387.0,46.35,简装,215.0
徽王府,35492.0,116.93,简装,415.01
佳兆业可园五期,64748.0,200.78,简装,1300.01
龙城华府,43838.0,120.9,精装,530.0
信义假日名城博雅园,43465.0,92.03,简装,400.01
中信龙盛广场,35366.0,141.38,精装,500.0
水晶之城,34643.0,77.94,精装,270.01
旭源瑞景轩,34782.0,123.63,精装,430.01
丽湖花园二期,36532.0,62.96,精装,230.01
中海怡瑞山居,40645.0,66.43,精装,270.0
荣超花园,42759.0,58.0,简装,248.0
颐安都会中央一期,51981.0,72.72,精装,378.01
佳兆业水岸新都,66893.0,124.08,简装,830.01
中海康城国际一期,43228.0,69.4,精装,300.0
国展苑,35511.0,75.47,精装,268.0
东方半岛花园A区,33974.0,77.12,简装,262.01
茂业城,36925.0,52.81,简装,195.0
东方明珠城,39591.0,73.25,精装,290.0
茵悦之生花园一期,51001.0,103.92,精装,530.0
阳光花园,41512.0,72.27,精装,300.01
中海怡瑞山居,40103.0,66.08,精装,265.0
欧景花园一期,35161.0,187.14,精装,658.0
万象天成,33540.0,77.52,简装,260.0
丽湖花园二期,37303.0,57.1,简装,213.0
百合山庄,39239.0,76.2,简装,299.0
茵悦之生花园三期,48962.0,67.4,精装,330.0
半岛苑,36107.0,72.01,简装,260.01
振业峦山谷,38680.0,56.36,精装,218.0
水晶之城,34899.0,77.94,精装,272.0
中海怡美山庄,46258.0,108.09,精装,500.0
聚龙苑,30054.0,195.65,精装,588.01
佳兆业大都汇,32253.0,60.46,精装,195.0
东方半岛花园A区,37589.0,66.51,精装,250.0
百合星城一期,39734.0,78.02,简装,310.0
万象天成,36193.0,57.47,精装,208.0
大世纪花园,44041.0,64.94,简装,286.0
国展苑,35610.0,54.76,简装,195.0
翡翠星光园,44330.0,38.8,简装,172.0
国展苑,41302.0,54.72,精装,226.0
万科金色沁园,39457.0,217.96,精装,860.0
翠枫豪园,32956.0,139.58,精装,460.0
百合山庄,42781.0,75.97,精装,325.01
绿景大公馆,65221.0,61.33,精装,400.0
雅豪祥苑,35262.0,69.48,简装,245.0
龙珠花园,38526.0,59.7,精装,230.0
中兆花园,37149.0,63.26,精装,235.0
阳光花园,42536.0,59.01,精装,251.0
荣超花园,35602.0,75.84,简装,270.01
万科第五园二期,76146.0,164.16,精装,1250.01
信义假日名城博雅园,47202.0,69.49,简装,328.01
佳兆业水岸新都,31178.0,82.43,简装,257.0
振业峦山谷,35132.0,56.36,精装,198.0
振业峦山谷,36788.0,57.9,精装,213.0
大世纪花园,43685.0,71.65,简装,313.0
恒大国香山,49256.0,87.3,精装,430.0
桂芳园八期,47689.0,54.52,简装,260.0
振业城,30281.0,303.83,简装,920.03
中兆花园,38236.0,68.0,简装,260.0
龙珠花园,45301.0,59.16,精装,268.0
翡翠星光园,49412.0,34.0,精装,168.0
锦龙名苑,35594.0,47.48,简装,169.0
德兴城花园,30330.0,79.79,精装,242.0
翡翠星光园,45039.0,66.61,精装,300.0
九号院馆,42794.0,182.27,精装,780.01
鸿荣源尚峰,70641.0,113.25,精装,800.01
东方半岛花园A区,38862.0,141.53,精装,550.01
鹏达花园,29299.0,77.82,简装,228.0
锦城星苑,29479.0,57.33,精装,169.0
帝景峰,39713.0,59.93,简装,238.0
东方半岛花园A区,36660.0,73.65,简装,270.0
龙岗天健郡城,39123.0,109.91,简装,430.0
桂芳园六期,46346.0,85.23,精装,395.01
帝景峰,36232.0,40.02,精装,145.0
英郡年华,47340.0,66.54,精装,315.0
桂芳园三期,43613.0,58.47,精装,255.01
国展苑,40761.0,44.16,精装,180.0
颐安都会中央二期,54243.0,77.43,精装,420.0
龙珠花园,45939.0,108.84,精装,500.0
风临国际东座,30450.0,47.62,简装,145.0
东方半岛花园A区,32656.0,76.25,简装,249.0
翡翠星光园,47091.0,55.0,精装,259.0
英郡年华,61805.0,88.99,精装,550.0
泰雅园,43403.0,69.12,精装,300.0
桂芳园一期,44770.0,65.67,简装,294.0
中兆花园,37589.0,66.51,简装,250.0
荣超花园,37795.0,70.38,精装,266.0
阳光天健城,77380.0,47.17,精装,365.0
荣超花园,38079.0,70.38,精装,268.0
瑞泽佳园,76785.0,88.56,精装,680.01
佳兆业水岸新都,30285.0,82.55,精装,250.0
嘉霖华禧,56294.0,88.82,精装,500.0
信和爱琴居,37584.0,52.15,简装,196.0
桂芳园二期,44968.0,66.27,精装,298.0
怡康家园,47251.0,47.83,精装,226.0
鸿威de森林就瞰山,38097.0,144.37,精装,550.01
鹏城悦里·名城汇,29051.0,73.32,简装,213.0
桂芳园五期,45294.0,70.65,精装,320.0
万科城三期,57628.0,118.0,精装,680.01
中海康城国际一期,45835.0,50.18,精装,230.0
振业峦山谷,36538.0,53.37,精装,195.0
信义嘉御山5期,78874.0,88.75,精装,700.01
英郡年华,48647.0,61.67,简装,300.01
国展苑,41593.0,50.49,简装,210.0
荣超花园,38196.0,70.95,精装,271.0
半岛苑,35834.0,72.0,简装,258.0
国展苑,36345.0,48.15,简装,175.0
国展苑,38892.0,41.14,简装,160.0
振业城,62590.0,215.69,简装,1350.0
桂芳园六期,45250.0,70.94,精装,321.0
帝景峰,39581.0,60.13,精装,238.0
鹏城悦里·名城汇,35560.0,43.87,简装,156.0
国展苑,41984.0,50.02,简装,210.0
佳兆业大都汇,33608.0,59.51,简装,200.0
茵悦之生花园三期,48148.0,74.77,简装,360.0
龙珠花园,35561.0,85.77,精装,305.01
桂芳园六期,43033.0,90.63,精装,390.01
同创九著院,72835.0,127.0,精装,925.0
全盛紫悦龙庭,46581.0,81.58,精装,380.01
桂芳园二期,46065.0,56.66,精装,261.0
茵悦之生花园三期,58562.0,89.65,简装,525.01
中海康城国际一期,43722.0,66.1,精装,289.0
万科公园里三期,49454.0,86.95,精装,430.0
半岛苑,34723.0,72.0,简装,250.01
御峰园,34908.0,157.56,简装,550.01
雅豪祥苑,32756.0,137.38,精装,450.0
阳光花园,50178.0,50.82,精装,255.0
银信中心二期,50222.0,119.47,精装,600.0
万科四季花城七期,54755.0,115.06,简装,630.01
华侨城四海锦园,38682.0,57.65,精装,223.0
威凤山庄,39951.0,162.2,精装,648.01
半山道1号礼宾府,59323.0,177.0,精装,1050.02
万科第五园三期,80564.0,167.57,精装,1350.01
振业城,35644.0,252.5,精装,900.01
桂芳园三期,45578.0,70.21,精装,320.0
怡康家园,48787.0,42.02,简装,205.0
御峰园,35497.0,157.76,毛坯,560.0
依云山庄,51159.0,107.51,简装,550.01
东方半岛花园A区,34319.0,71.39,简装,245.0
鸿威de森林就瞰山,28815.0,131.88,精装,380.01
荣超花园,38648.0,70.38,简装,272.0
振业城,39771.0,289.16,精装,1150.02
华业玫瑰郡,45490.0,153.88,精装,700.0
公园大地八期,64893.0,169.51,精装,1100.0
鸿威de森林就瞰山,58466.0,324.98,毛坯,1900.03
龙珠花园,40837.0,59.26,简装,242.0
振业城,64478.0,232.64,精装,1500.02
振业天峦,40633.0,60.05,精装,244.0
龙珠花园,37861.0,72.9,精装,276.01
万科第五园三期,95239.0,115.5,精装,1100.01
怡乐花园,38495.0,59.23,简装,228.01
桂芳园三期,42729.0,70.21,精装,300.0
慢城二期,50000.0,174.0,精装,870.0
中兆花园,46171.0,45.7,精装,211.0
桂芳园五期,43011.0,69.75,简装,300.0
同创九著院,54914.0,155.7,毛坯,855.01
德润荣君府,61309.0,89.71,简装,550.0
嘉霖华禧,56250.0,64.0,简装,360.0
英郡年华,49595.0,66.54,精装,330.01
振业城,53955.0,259.48,精装,1400.02
东方瑞景苑,28768.0,36.5,精装,105.0
万科清林径,46008.0,195.62,毛坯,900.01
佳兆业茗萃园一期,38062.0,78.82,精装,300.0
阳光花园,41512.0,72.27,简装,300.01
百合盛世,45900.0,178.65,毛坯,820.0
君悦龙庭,57832.0,164.27,精装,950.01
龙城国际,43595.0,190.39,精装,830.01
仙岭公馆,41564.0,76.99,精装,320.0
宝能悦澜山花园,49938.0,120.15,精装,600.01
翠枫豪园,62537.0,68.44,精装,428.0
左庭右院,52124.0,78.66,精装,410.01
来座山,67797.0,162.25,精装,1100.01
德润荣君府,69947.0,85.78,精装,600.01
星都豪庭,62528.0,183.92,精装,1150.01
仁恒峦山美地,45176.0,123.96,精装,560.0
万科第五园三期,48718.0,117.0,精装,570.0
佳兆业水岸新都,40561.0,135.6,精装,550.01
吉信大厦,28519.0,157.79,简装,450.0
万科城四期,47113.0,148.58,其他,700.0
风临域,47480.0,132.69,精装,630.01
深华业大厦,34642.0,115.47,简装,400.01
信义嘉御山,79663.0,85.36,精装,680.0
万科清林径,44144.0,194.82,精装,860.01
台湾花园,42269.0,97.0,精装,410.01
金洲嘉丽园,46739.0,96.28,精装,450.0
德兴城花园,32874.0,92.78,精装,305.0
阳光花园,38606.0,80.3,简装,310.01
深圳海航城,39413.0,175.07,精装,690.0
万科金色半山,54196.0,143.0,精装,775.0
德润荣君府,64567.0,89.83,精装,580.01
保利上城,54648.0,215.93,精装,1180.01
龙园意境,39758.0,142.11,简装,565.0
熙璟城,41926.0,73.94,精装,310.0
万科金色半山,67032.0,89.51,精装,600.0
招商依山郡,56957.0,233.51,精装,1330.0
佳兆业城市广场三期,71846.0,89.08,其他,640.0
佳兆业可园四期,97983.0,120.43,精装,1180.01
东方沁园,49908.0,140.26,精装,700.01
万科第五园八期,55438.0,89.29,精装,495.01
嘉霖华禧,51920.0,82.82,精装,430.0
阅山华府,42958.0,176.92,精装,760.01
佳兆业城市广场一期,61777.0,89.03,精装,550.0
育龙庭,31863.0,102.0,精装,325.0
万科第五园七期,62713.0,223.24,精装,1400.01
嘉霖华禧,57631.0,90.23,其他,520.0
龙珠花园,32489.0,107.73,简装,350.0
佳兆业可园七期,103101.0,77.4,精装,798.0
平湖特力商厦,27959.0,107.3,其他,300.0
万科第五园七期,64554.0,170.4,精装,1100.0
九州家园,29204.0,113.0,精装,330.01
信义金御半山一期,77267.0,125.54,精装,970.01
宝能悦澜山花园,58398.0,85.62,精装,500.0
宝能悦澜山花园,46154.0,143.0,精装,660.0
英郡年华,43041.0,130.11,精装,560.01
振业城,53719.0,214.08,其他,1150.02
九号院馆,44813.0,131.66,精装,590.01
阳光天健城,61168.0,165.61,精装,1013.0
万科城二期,57004.0,98.24,精装,560.01
鸿威de森林就瞰山,31833.0,131.94,精装,420.0
星都豪庭,54416.0,183.77,精装,1000.0
佳兆业城市广场三期,59491.0,142.88,精装,850.01
万科翰邻城,59393.0,185.21,精装,1100.02
信义金御半山二期,77363.0,178.38,毛坯,1380.0
壹锦园,73703.0,84.8,其他,625.0
龙岸花园一期,60607.0,128.7,精装,780.01
振业城,60608.0,179.02,其他,1085.0
阅山华府,39264.0,163.0,精装,640.0
紫薇花园,47508.0,231.54,精装,1100.0
茵悦之生花园一期,52916.0,103.94,精装,550.01
万科四季花城七期,63038.0,104.7,简装,660.01
信义御城豪园,51124.0,89.0,精装,455.0
星河银湖谷,89938.0,189.02,毛坯,1700.01
万科四季花城一期,46625.0,107.24,其他,500.01
万科第五园二期,94018.0,234.0,简装,2200.02
佳兆业可园五期,49366.0,131.67,精装,650.0
万科第五园七期,61624.0,170.39,精装,1050.01
万科城三期,78188.0,163.71,精装,1280.02
佳兆业城市广场三期,60799.0,141.45,其他,860.0
信义嘉御山5期,90864.0,100.15,其他,910.0
奥林华府,59939.0,155.16,精装,930.01
中浩吉祥花园,49626.0,90.68,精装,450.01
家和花园北区,66869.0,72.68,其他,486.0
万科城一期,87165.0,183.56,简装,1600.0
水晶之城,45835.0,98.18,简装,450.01
锦绣东方,49925.0,126.19,精装,630.0
德润荣君府,65760.0,88.2,精装,580.0
御峰园,47581.0,124.0,简装,590.0
儒骏城立方,64791.0,108.04,其他,700.0
奥林华府,55790.0,152.0,精装,848.01
珠江旭景佳园,59389.0,101.03,简装,600.01
万科第五园二期,66902.0,142.0,精装,950.01
THETOWN乐城,46798.0,130.35,精装,610.01
万科第五园五期,50288.0,111.36,精装,560.01
信义嘉御山5期,94773.0,100.24,精装,950.0
THETOWN乐城,47338.0,169.0,精装,800.01
THETOWN乐城,47502.0,170.52,精装,810.0
万科翰邻城,55945.0,143.0,其他,800.01
信义金御半山三期,101292.0,96.75,精装,980.0
信义荔山公馆,54779.0,167.95,精装,920.01
公园大地六期,103116.0,269.6,精装,2780.01
保利上城,43441.0,172.65,精装,750.01
佳兆业城市广场三期,70810.0,176.53,精装,1250.01
珠江旭景佳园,67495.0,88.6,精装,598.01
佳兆业茗萃园三期,46224.0,108.17,其他,500.01
翠峰丽景,33709.0,113.62,简装,383.0
御峰园,48781.0,123.0,精装,600.01
粤宝花园,33438.0,95.7,简装,320.0
万科四季花城三期,50615.0,110.64,其他,560.0
珠江旭景佳园,46794.0,94.03,简装,440.0
半山道1号礼宾府,47753.0,178.0,精装,850.0
公园大地一期,70987.0,197.08,精装,1399.01
桂芳园八期,62690.0,95.71,精装,600.01
中航鼎尚华庭,32694.0,140.7,精装,460.0
仁恒峦山美地,46517.0,88.14,精装,410.0
御峰园,46694.0,107.51,精装,502.01
万科城四期,50478.0,148.58,精装,750.0
嘉霖华禧,57248.0,86.99,其他,498.0
欧景城花园,57889.0,122.65,精装,710.01
十二橡树庄园二期,77165.0,181.3,精装,1399.0
深圳海航城,38602.0,142.48,精装,550.0
万科第五园三期,83289.0,168.09,精装,1400.0
龙城国际,50524.0,168.24,精装,850.02
万科城三期,61704.0,194.48,简装,1200.02
锦绣东方,60041.0,119.92,精装,720.01
万科第五园三期,53676.0,134.14,精装,720.01
承翰陶源,35073.0,142.56,精装,500.0
龙泉别墅,44221.0,339.21,毛坯,1500.02
龙岸花园二期,57468.0,153.13,精装,880.01
宇宏健康花城,55999.0,142.86,精装,800.0
振业城,50437.0,124.91,精装,630.01
万科第五园五期,76763.0,153.72,精装,1180.0
海逸雅居,32308.0,164.05,精装,530.01
御峰园,40770.0,130.0,精装,530.01
佳兆业可园七期,91193.0,131.59,其他,1200.01
百合星城一期,39477.0,121.59,精装,480.0
万科第五园八期,90980.0,142.89,精装,1300.01
万科第五园七期,67493.0,170.39,精装,1150.01
信义荔山公馆,54345.0,143.53,精装,780.01
振业城,33270.0,223.93,精装,745.02
振业城,52056.0,322.73,精装,1680.0
星河时代,48169.0,151.55,简装,730.0
威凤山庄,35633.0,134.71,精装,480.01
大世纪水山缘,65629.0,71.31,精装,468.0
珑禧,47805.0,89.95,精装,430.01
珑禧,42095.0,232.81,精装,980.01
翠枫豪园,36124.0,139.8,精装,505.01
宝能悦澜山花园,53940.0,85.28,精装,460.0
中海大山地南区,70904.0,194.63,精装,1380.0
桂芳园六期,64251.0,91.05,简装,585.01
星河银湖谷,84135.0,166.4,精装,1400.01
振业城上观,46580.0,193.22,精装,900.02
佳兆业可园六期,96610.0,103.51,精装,1000.01
佳兆业城市广场三期,61736.0,178.18,精装,1100.01
万科翰邻城,57063.0,141.95,其他,810.01
水晶之城,51590.0,83.35,精装,430.0
阅山公馆,42277.0,123.0,其他,520.01
佳兆业可园四期,82027.0,97.53,精装,800.01
宝能悦澜山花园,54639.0,87.85,精装,480.0
鸿荣源尚峰,60190.0,118.46,精装,713.01
龙岗天健花园,30643.0,133.8,简装,410.0
远洋新干线一期,38413.0,140.58,毛坯,540.01
信义金御半山二期,96288.0,145.19,精装,1398.01
信义锦绣花园,38992.0,148.75,其他,580.01
信义金御半山二期,79525.0,144.61,精装,1150.01
学府道花园,57823.0,136.28,精装,788.01
君悦龙庭,57111.0,124.32,精装,710.0
星河时代,96910.0,288.93,精装,2800.02
佳兆业水岸新都,38136.0,118.0,精装,450.0
华浩源A区,36951.0,102.84,其他,380.0
星河时代,50994.0,151.0,精装,770.01
隆盛花园,31875.0,128.0,精装,408.0
信义嘉御山5期,97766.0,100.24,精装,980.01
中房怡芬花园,42008.0,133.31,简装,560.01
宇宏健康花城,68508.0,143.05,精装,980.01
万科翰邻城,54124.0,154.83,简装,838.0
英郡年华,66699.0,62.97,精装,420.0
保利上城,49981.0,180.07,精装,900.01
花语岸,48530.0,100.97,精装,490.01
万科第五园八期,131236.0,89.0,精装,1168.0
招商依山郡,64158.0,233.8,精装,1500.01
城市花园,31959.0,194.0,其他,620.0
万科四季花城一期,69332.0,98.08,其他,680.01
信义假日名城三期菁华园,59691.0,192.66,简装,1150.01
信义御城豪园,54524.0,89.87,精装,490.01
满京华喜悦里,46516.0,120.39,精装,560.01
信义金御半山二期,82926.0,145.19,精装,1204.0
振业城,45179.0,239.05,精装,1080.0
桂芳园八期,73530.0,102.0,其他,750.01
龙城国际,49417.0,151.77,精装,750.0
信义金御半山三期,97939.0,97.0,精装,950.01
公园大地一期,67254.0,124.9,精装,840.0
中海康城国际一期,49568.0,275.38,其他,1365.0
茵悦之生花园三期,49440.0,212.38,精装,1050.01
万科第五园二期,98413.0,189.0,精装,1860.01
宇宏健康花城,54607.0,89.55,精装,489.01
深业紫麟山花园,56658.0,229.45,毛坯,1300.02
佳兆业可园七期,51491.0,165.08,其他,850.01
卓弘高尔夫雅苑,52171.0,172.51,精装,900.0
左庭右院,47041.0,116.92,其他,550.0
万科四季花城七期,55898.0,228.99,精装,1280.01
佳兆业可园五期,70274.0,103.88,其他,730.01
碧湖花园,37254.0,233.0,精装,868.02
君悦龙庭,101815.0,135.54,其他,1380.0
水晶之城,36609.0,136.58,其他,500.01
英郡年华,55102.0,84.39,简装,465.01
深业紫麟山花园,40955.0,200.22,精装,820.0
全盛紫云庭,62894.0,108.12,其他,680.01
佳兆业城市广场一期,56481.0,151.91,精装,858.0
奥林华府,119992.0,233.35,其他,2800.01
深圳海航城,35415.0,175.07,其他,620.01
万科城三期,103996.0,182.7,精装,1900.01
